pointX,pointY
0.642631,0.0354237
0.692499,0.0979796
0.696031,0.0952532
0.730276,0.0967138
0.739701,0.120754
0.728508,0.0938227
0.699607,0.0249132
0.706445,0.0200132
0.752178,0.465977
0.807938,0.49312
0.802553,0.449734
0.784323,0.428161
0.803613,0.410658
0.825373,0.448775
0.815363,0.459706
0.817581,0.434888
0.831917,0.422788
0.842492,0.415671
0.862532,0.390687
0.862279,0.3923
0.864995,0.388182
0.774679,0.317131
0.796446,0.35222
0.803551,0.374542
0.807883,0.333572
0.760046,0.28733
0.779447,0.253666
0.803857,0.292744
0.80129,0.303387
0.782403,0.265568
0.78447,0.274091
0.8157,0.350063
0.822732,0.337139
0.840219,0.325472
0.848689,0.352995
0.861474,0.349467
0.855739,0.31547
0.86899,0.33968
0.835524,0.272344
0.862769,0.256195
0.880561,0.473849
0.883975,0.461114
0.908762,0.48429
0.923838,0.498418
0.927357,0.480787
0.878925,0.407263
0.910762,0.411057
0.933125,0.3865
0.957533,0.44412
0.982236,0.481656
0.980015,0.430778
0.895822,0.349774
0.911045,0.345476
0.914201,0.326139
0.925034,0.33873
0.899536,0.262778
0.913357,0.288797
0.914098,0.276923
0.937383,0.276024
0.936834,0.259053
0.999999,0.357771
0.984374,0.374382
0.944707,0.298566
0.950973,0.271643
0.972257,0.265936
0.77985,0.23812
0.769929,0.215831
0.755274,0.153809
0.76066,0.151596
0.822176,0.194684
0.825911,0.19482
0.852061,0.20626
0.841768,0.177749
0.863441,0.188535
0.812365,0.0626988
0.802887,0.0201523
0.804221,0.0303703
0.820695,0.124962
0.859139,0.0412542
0.892428,0.196022
0.916644,0.135424
0.906997,0.159808
0.956904,0.210973
0.979335,0.250544
0.975867,0.250704
0.992241,0.252361
0.93825,0.171586
0.944484,0.165025
0.952207,0.147568
0.987055,0.174377
0.980803,0.130889
0.91148,0.0877707
0.907112,0.0777127
0.905787,0.0493842
0.889693,0.027603
0.879755,0.0239387
0.892261,0.0106439
0.894533,0.0184996
0.929788,0.046834
0.919006,0.0531549
0.907389,0.0240107
0.980612,0.0764482
0.966949,0.116627
0.982069,0.0504229
